,Height,Weight,Calories_Intake,Exercise_Time,BMI,Age,Resting_Heart_Rate
0,187.64052345967664,81.11925359419595,1733.539473284936,4.593273615950027,23.039373974320203,70,54.54017561218675
1,174.00157208367224,87.84947774663061,1644.0149179528894,3.568722399120472,29.015685802110788,38,63.510746192271064
2,179.7873798410574,61.55370351749458,2523.0675294778425,2.885512954410799,19.04301817683466,76,49.50260279143821
3,192.40893199201457,72.09428058866568,2020.8127598867193,3.2516302488198905,19.47378426847054,35,72.31021988884194
4,188.67557990149967,74.56106650248134,2459.5941935281294,1.78914436205641,20.945017350325433,49,67.86472087888374
5,160.2272212012359,74.02959893408865,2148.0704820047767,2.6062662883056107,28.835852465215808,58,68.59670336766916
6,179.5008841752559,80.8154717060078,2114.6078496467176,3.085252574570387,25.081951740117333,36,59.05607803939272
7,168.486427917023,33.63844739232861,2259.5773295636354,3.099421986708542,11.849665653341775,70,39.323241881707396
8,168.96781148206443,69.01351859704855,2851.7927773216943,1.4693837556013831,24.17275843793416,23,73.95929488840618
9,174.10598501938372,74.7806720249353,2964.5725738843457,3.3276231792347812,24.6695917508428,69,72.09610255173257
10,171.44043571160879,49.99339302092589,2685.5862763245195,3.27919649251421,17.009286231089526,25,58.174503504453604
11,184.54273506962974,103.4797141402142,2005.0887252264404,2.6229487937272213,30.38514509275639,57,65.44803778503088
12,177.61037725146994,73.23118534476336,2821.815637726669,3.0041749990825,23.214503004781616,46,53.80984821991106
13,171.21675016492827,101.26809490057859,2844.448333303966,1.5165084466319987,34.54459782191215,54,68.36405330136682
14,174.43863232745426,54.18953956333846,2637.323601806222,1.5202043846756517,17.808613765254375,53,63.85962525762547
15,173.33674327374266,51.85399756949346,2198.189781990455,3.134687262338238,17.258417776992058,44,55.48085131498168
16,184.94079073157607,74.48504441931364,2854.4297876835703,2.3322768090838357,21.777281288480527,73,95.79470883403955
17,167.94841736234198,36.426232743426866,2711.4092873383306,2.9884444797756986,12.914048906958987,62,54.420202899713374
18,173.13067701650903,74.29931181252186,941.5717042004369,3.8394906723176048,24.787728835784538,54,74.74047373888462
19,161.45904260698276,71.94438464005836,2822.226016705521,2.826070069694844,27.59765342442318,30,51.05222327625792
20,144.47010184165921,90.31330563084202,1543.1286645692464,0.1893319451708031,43.27088529328022,22,64.79134944636301
21,176.5361859544036,84.02082682330195,2831.780788295691,2.849346361979107,26.959974187257078,21,76.0993516195548
22,178.64436198859505,61.65045300229932,2422.9638007875824,2.5189559780059647,19.317799012412323,20,70.16147832271153
23,162.5783497959356,48.050066904595106,3096.805840374599,2.76530564567708,18.17894076795168,63,43.285618660476146
24,192.6975462398761,104.24610442686594,2450.919394397035,3.899730812571553,28.07420493282263,77,49.31640194634148
25,155.45634325401235,54.157699588697,2056.6928699719438,1.421469814058886,22.41007517803951,31,60.51589181220707
26,170.45758517301445,49.089508858610685,2426.3231677085782,3.2439566239079847,16.89491549122293,74,59.448421879108295
27,168.12816149974165,48.3028788107711,3029.9031474668873,4.570303911911232,17.08803351832886,27,56.73219853730213
28,185.3277921435846,92.34610631073329,2513.123308930794,2.3740568850315427,26.88669896797259,55,63.611746350466625
29,184.69358769900285,59.62199591150296,2442.8324200638117,3.472327886185737,17.478448338110333,37,73.69290848435193
30,171.54947425696918,54.925910676387986,2871.7767577541686,3.9663057789708023,18.66373173454937,60,58.01622057599937
31,173.78162519602174,72.75379651806695,2605.1796833149065,3.210231439102094,24.09061861643084,28,65.54641456368546
32,161.12214252369887,65.86110578885418,2497.036297083384,2.314903019668573,25.369888677235007,57,55.98094726904236
33,150.19203531776074,56.43809078427506,3183.030034201666,2.2904789892919997,25.01949321271165,52,70.47176254773362
34,166.52087850673848,85.07982933956959,3277.5570160295338,3.7438001537659824,30.68239264037203,21,70.3406314681239
35,171.5634896910398,91.30630984195989,2806.6631131643508,3.592149090781734,31.02066103605415,61,53.13866851419689
36,182.3029068072772,89.70635017879734,2357.0204242574137,2.2135315849287744,26.992058107539066,24,61.841354217950084
37,182.02379848784412,85.33839339322398,3248.4554967604136,1.823526845638917,25.75657526744169,66,69.52959318226499
38,166.12673182592047,78.0525106226007,3091.5597786658536,1.7191932858510037,28.281851286664544,37,57.387283759541
39,166.97697249424664,34.482240000763426,2859.4485827641456,4.661651861184771,12.367511000337847,48,51.91128946332981
40,159.5144703493291,103.38501612753937,1891.9617096270695,2.932054879609501,40.63099216494378,79,65.05115415916327
41,155.79982062821026,76.03978420715106,2570.3359516539804,5.360228585653415,31.32614609754788,51,76.97691432731838
